0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.496000000000000000e+08,0.000000000000000000e+00
4.748790527245437841e-05,6.725151239496330966e-44,2.119126652010478742e-55,1.496000000000000000e+08,1.414189819013691443e-03
5.223669579969981557e-04,8.137432999790563884e-42,2.820557573825947576e-52,1.496000000000000000e+08,1.555608800915060652e-02
5.271157485242435915e-03,8.286058842183432370e-40,2.898183302215741987e-49,1.496000000000000000e+08,1.569750699105197378e-01
5.275906275769681048e-02,8.300995403086352452e-38,2.906023288870447875e-46,1.496000000000000000e+08,1.571164888924211134e+00
5.276381154822405994e-01,8.302489798943267947e-36,2.906808064261522318e-43,1.495999999999994338e+08,1.571306307906110433e+01
5.276428642727678309e+00,8.302639245925446024e-34,2.906886549569947247e-40,1.495999999999415278e+08,1.571320449804098018e+02
5.276433391518206406e+01,8.302654190578184552e-32,2.906894398125695066e-37,1.495999999941501915e+08,1.571321863973641030e+03
5.276433866397259180e+02,8.302655673099525453e-30,2.906895177702791826e-34,1.495999994150170684e+08,1.571322003364983357e+04
5.276433913885163747e+03,8.302654626883945052e-28,2.906894727734753411e-31,1.495999415017107725e+08,1.571321814742955030e+05
1.607643391388516466e+04,7.707523939011533718e-27,8.221977674158552165e-30,1.495994569484277666e+08,4.787556226568903658e+05
2.687643391388516466e+04,2.154158617524860704e-26,3.841676029564334687e-29,1.495984822373133004e+08,8.003774952130697202e+05
3.767643391388516466e+04,4.233235100244175306e-26,1.058310679109613217e-28,1.495970173754954934e+08,1.121996745380823500e+06
4.847643391388516466e+04,7.007966637952799389e-26,2.254203584356693810e-28,1.495950623736867309e+08,1.443612319438489852e+06
5.927643391388516466e+04,1.047833293974557453e-25,4.121392870448478973e-28,1.495926172461834550e+08,1.765223163720965385e+06
7.007643391388516466e+04,1.464430862846784676e-25,6.809414761250306401e-28,1.495896820108657181e+08,2.086828224635914899e+06
8.087643391388516466e+04,1.950586324140249627e-25,1.046779285270172642e-27,1.495862566891967356e+08,2.408426448679975700e+06
9.167643391388516466e+04,2.506296123109458857e-25,1.524603581331459777e-27,1.495823413062223196e+08,2.730016782454960048e+06
1.024764339138851647e+05,3.131556196631362681e-25,2.129363508530756966e-27,1.495779358905701339e+08,3.051598172684051562e+06
1.132764339138851647e+05,3.826361973315329106e-25,2.876006258647492418e-27,1.495730404744489789e+08,3.373169566227998585e+06
1.240764339138851647e+05,4.590708373626865987e-25,3.779476841288761409e-27,1.495676550936478972e+08,3.694729910101298708e+06
1.348764339138851501e+05,5.424589810025078101e-25,4.854717854252432877e-27,1.495617797875352204e+08,4.016278151488379110e+06
1.456764339138851501e+05,6.328000187113859599e-25,6.116669253993038952e-27,1.495554145990574658e+08,4.337813237759769894e+06
1.564764339138851501e+05,7.300932901806794285e-25,7.580268126200183775e-27,1.495485595747382343e+08,4.659334116488267668e+06
1.672764339138851501e+05,8.343380843505778862e-25,9.260448456499270018e-27,1.495412147646768987e+08,4.980839735465089791e+06
1.780764339138851501e+05,9.455336394293335654e-25,1.117214090128425185e-26,1.495333802225472629e+08,5.302329042716023512e+06
1.888764339138851501e+05,1.063679142913862166e-24,1.333027255869216039e-26,1.495250560055961609e+08,5.623800986517560668e+06
1.996764339138851501e+05,1.188773731611710181e-24,1.574976673972912613e-26,1.495162421746417880e+08,5.945254515413025394e+06
2.104764339138851501e+05,1.320816491664388920e-24,1.844554273955760714e-26,1.495069387940722108e+08,6.266688578228686005e+06
2.212764339138851501e+05,1.459806458572073665e-24,2.143251560895451451e-26,1.494971459318434894e+08,6.588102124089860357e+06
2.320764339138851501e+05,1.605742617219664562e-24,2.472559592594991500e-26,1.494868636594779193e+08,6.909494102437003516e+06
2.428764339138851501e+05,1.758623901904211093e-24,2.833968956765598398e-26,1.494760920520620942e+08,7.230863463041784242e+06
2.536764339138851501e+05,1.918449196363694232e-24,3.228969748229586688e-26,1.494648311882448792e+08,7.552209156023147516e+06
2.644764339138851501e+05,2.085217333807169066e-24,3.659051546144203758e-26,1.494530811502352357e+08,7.873530131863364018e+06
2.752764339138851501e+05,2.258927096946262344e-24,4.125703391247384804e-26,1.494408420238000453e+08,8.194825341424057260e+06
2.860764339138851501e+05,2.439577218028024057e-24,4.630413763126380280e-26,1.494281138982618153e+08,8.516093735962225124e+06
2.968764339138851501e+05,2.627166378869132486e-24,5.174670557510215523e-26,1.494148968664962053e+08,8.837334267146235332e+06
3.076764339138851501e+05,2.821693210891448868e-24,5.759961063586937924e-26,1.494011910249295831e+08,9.158545887071808800e+06
3.184764339138851501e+05,3.023156295158921302e-24,6.387771941346608465e-26,1.493869964735364318e+08,9.479727548277981579e+06
3.292764339138851501e+05,3.231554162415832768e-24,7.059589198950989826e-26,1.493723133158365488e+08,9.800878203763052821e+06
3.400764339138851501e+05,3.446885293126393609e-24,7.776898170130868945e-26,1.493571416588923931e+08,1.012199680700050294e+07
3.508764339138851501e+05,3.669148117515676291e-24,8.541183491611979449e-26,1.493414816133061051e+08,1.044308231195490994e+07
3.616764339138851501e+05,3.898341015611886174e-24,9.353929080570456082e-26,1.493253332932165861e+08,1.076413367309782095e+07
3.724764339138851501e+05,4.134462317289971988e-24,1.021661811211876589e-25,1.493086968162963688e+08,1.108514984542362578e+07
3.832764339138851501e+05,4.377510302316566085e-24,1.113073299682305748e-25,1.492915723037485182e+08,1.140612978446539305e+07
3.940764339138851501e+05,4.627483200396257036e-24,1.209775535825287195e-25,1.492739598803033233e+08,1.172707244631068595e+07
4.048764339138851501e+05,4.884379191219191278e-24,1.311916601056413159e-25,1.492558596742149889e+08,1.204797678761735931e+07
4.156764339138851501e+05,5.148196404509997922e-24,1.419644493611635793e-25,1.492372718172580898e+08,1.236884176562933065e+07
4.264764339138851501e+05,5.418932920078037464e-24,1.533107126312503751e-25,1.492181964447241426e+08,1.268966633819232322e+07
4.372764339138851501e+05,5.696586767868967048e-24,1.652452324335007108e-25,1.491986336954179406e+08,1.301044946376958862e+07
4.480764339138851501e+05,5.981155928017623017e-24,1.777827822982120710e-25,1.491785837116537690e+08,1.333119010145759955e+07
4.588764339138851501e+05,6.272638330902217818e-24,1.909381265460141255e-25,1.491580466392516792e+08,1.365188721100171655e+07
4.696764339138851501e+05,6.571031857199843903e-24,2.047260200658906496e-25,1.491370226275334954e+08,1.397253975281183049e+07
4.804764339138851501e+05,6.876334337943282434e-24,2.191612080935990451e-25,1.491155118293188810e+08,1.429314668797797151e+07
4.912764339138851501e+05,7.188543554579120460e-24,2.342584259904965094e-25,1.490935144009211659e+08,1.461370697828589380e+07
5.020764339138851501e+05,7.507657239027160397e-24,2.500323990227817146e-25,1.490710305021432340e+08,1.493421958623262867e+07
5.128764339138851501e+05,7.833673073741128437e-24,2.664978421411613399e-25,1.490480602962732017e+08,1.525468347504201159e+07
5.236764339138851501e+05,8.166588691770675999e-24,2.836694597609502518e-25,1.490246039500800967e+08,1.557509760868017003e+07
5.344764339138851501e+05,8.506401676824666871e-24,3.015619455426144228e-25,1.490006616338093281e+08,1.589546095187099464e+07
5.452764339138851501e+05,8.853109563335750057e-24,3.201899821727654973e-25,1.489762335211782157e+08,1.621577247011156008e+07
5.560764339138851501e+05,9.206709836526210969e-24,3.395682411456156830e-25,1.489513197893712819e+08,1.653603112968752906e+07
5.668764339138851501e+05,9.567199932475103910e-24,3.597113825449022429e-25,1.489259206190355420e+08,1.685623589768851548e+07
5.776764339138851501e+05,9.934577238186649681e-24,3.806340548262899451e-25,1.489000361942757070e+08,1.717638574202341959e+07
