time,a_x,a_y,a_z
54264476.43391389,3.983262175815153e-06,3.025235303403102e-06,-3.668547195036957e-08
54307676.43391389,3.960392545745782e-06,3.054737677001694e-06,-3.661715689295115e-08
54350876.43391389,3.937311172197871e-06,3.0840713863409045e-06,-3.65480369953039e-08
54394076.43391389,3.91401921916682e-06,3.113235001161214e-06,-3.647811565535232e-08
54437276.43391389,3.890517859081464e-06,3.1422270979014083e-06,-3.640739630119623e-08
54480476.43391389,3.866808272787602e-06,3.171046259730513e-06,-3.633588239107327e-08
54523676.43391389,3.842891649531719e-06,3.1996910765801213e-06,-3.626357741332233e-08
54566876.43391389,3.81876918694482e-06,3.2281601451770727e-06,-3.619048488634768e-08
54610076.43391389,3.7944420910264625e-06,3.256452069076552e-06,-3.61166083585842e-08
54653276.43391389,3.76991157612888e-06,3.2845654586955446e-06,-3.604195140846308e-08
54696476.43391389,3.7451788649412697e-06,3.3124989313467178e-06,-3.596651764437862e-08
54739676.43391389,3.720245188474163e-06,3.340251111272676e-06,-3.589031070465542e-08
54782876.43391389,3.695111786043955e-06,3.367820629680658e-06,-3.581333425751668e-08
54826076.43391389,3.669779905257471e-06,3.395206124777611e-06,-3.5735592001052735e-08
54869276.43391389,3.644250801996675e-06,3.422406241805709e-06,-3.56570876631906e-08
54912476.43391389,3.618525740403426e-06,3.4494196330782797e-06,-3.557782500166387e-08
54955676.43391389,3.5926059928643267e-06,3.4762449580161763e-06,-3.5497807803983443e-08
54998876.43391389,3.5664928399956017e-06,3.5028808831845555e-06,-3.5417039887408475e-08
55042076.43391389,3.540187570628051e-06,3.5293260823301177e-06,-3.5335525098918106e-08
55085276.43391389,3.5136914817920286e-06,3.5555792364187726e-06,-3.525326731518352e-08
55128476.43391389,3.487005878702464e-06,3.5816390336737725e-06,-3.517027044254062e-08
55171676.43391389,3.460132074743873e-06,3.6075041696142627e-06,-3.508653841696282e-08
55214876.43391389,3.433071391455407e-06,3.6331733470943135e-06,-3.5002075204034466e-08
55258076.43391389,3.40582515851588e-06,3.658645276342405e-06,-3.4916884798924524e-08
55301276.43391389,3.378394713728784e-06,3.6839186750013583e-06,-3.483097122636049e-08
55344476.43391389,3.3507814030072893e-06,3.708992268168757e-06,-3.474433854060268e-08
55387676.43391389,3.3229865803591934e-06,3.7338647884378115e-06,-3.4656990825418666e-08
55430876.43391389,3.2950116078718418e-06,3.758534975938718e-06,-3.4568932194057976e-08
55474076.43391389,3.26685785569697e-06,3.783001578380473e-06,-3.4480166789226855e-08
55517276.43391389,3.2385267020354984e-06,3.8072633510931792e-06,-3.4390698783063295e-08
55560476.43391389,3.2100195331222334e-06,3.831319057070827e-06,-3.430053237711198e-08
55603676.43391389,3.1813377432104777e-06,3.855167467014558e-06,-3.4209671802299395e-08
55646876.43391389,3.152482734556547e-06,3.878807359376412e-06,-3.411812131890887e-08
55690076.43391389,3.1234559174041697e-06,3.902237520403572e-06,-3.4025885216555675e-08
55733276.43391389,3.094258709968757e-06,3.925456744183085e-06,-3.3932967814162004e-08
55776476.43391389,3.06489253842154e-06,3.948463832687087e-06,-3.383937345993176e-08
55819676.43391389,3.0353588368735615e-06,3.971257595818509e-06,-3.3745106531325374e-08
55862876.43391389,3.0056590473595092e-06,3.993836851457292e-06,-3.3650171435034294e-08
55906076.43391389,2.975794619821372e-06,4.01620042550709e-06,-3.355457260695536e-08
55949276.43391389,2.9457670120919137e-06,4.038347151942464e-06,-3.3458314512164733e-08
55992476.43391389,2.915577689877968e-06,4.060275872856597e-06,-3.336140164489177e-08
56035676.43391389,2.8852281267434994e-06,4.081985438509478e-06,-3.326383852849234e-08
56078876.43391389,2.854719804092483e-06,4.103474707376626e-06,-3.316562971542192e-08
56122076.43391389,2.824054211151517e-06,4.124742546198266e-06,-3.3066779787208076e-08
56165276.43391389,2.793232844952217e-06,4.145787830029045e-06,-3.296729335442262e-08
56208476.43391389,2.7622572103133588e-06,4.166609442288243e-06,-3.28671750566533e-08
56251676.43391389,2.73112881982274e-06,4.187206274810468e-06,-3.2766429562474775e-08
56294876.43391389,2.6998491938187776e-06,4.207577227896871e-06,-3.266506156941914e-08
56338076.43391389,2.6684198603718117e-06,4.227721210366853e-06,-3.2563075803945704e-08
56381276.43391389,2.6368423552651055e-06,4.247637139610271e-06,-3.246047702141024e-08
56424476.43391389,2.6051182219755407e-06,4.267323941640154e-06,-3.235727000603334e-08
56467676.43391389,2.5732490116539753e-06,4.286780551145905e-06,-3.225345957086822e-08
56510876.43391389,2.541236283105275e-06,4.306005911547014e-06,-3.2149050557767485e-08
56554076.43391389,2.5090816027679864e-06,4.3249989750472546e-06,-3.2044047837349274e-08
56597276.43391389,2.4767865446936527e-06,4.343758702689383e-06,-3.193845630896232e-08
56640476.43391389,2.4443526905257525e-06,4.362284064410331e-06,-3.1832280900650245e-08
56683676.43391389,2.411781629478262e-06,4.380574039096896e-06,-3.1725526569114836e-08
56726876.43391389,2.379074958313798e-06,4.398627614641897e-06,-3.1618198299678195e-08
56770076.43391389,2.3462342813213756e-06,4.4164437880008595e-06,-3.151030110624403e-08
56813276.43391389,2.313261210293717e-06,4.4340215652491365e-06,-3.1401840031257614e-08
56856476.43391389,2.2801573645041465e-06,4.451359961639554e-06,-3.129282014566475e-08
56899676.43391389,2.2469243706830255e-06,4.468458001660515e-06,-3.1183246548869575e-08
56942876.43391389,2.2135638629937304e-06,4.485314719094579e-06,-3.107312436869097e-08
56986076.43391389,2.1800774830081593e-06,4.50192915707753e-06,-3.096245876131783e-08
57029276.43391389,2.146466879681752e-06,4.5183003681579006e-06,-3.085125491126295e-08
57072476.43391389,2.1127337093280172e-06,4.534427414356972e-06,-3.0739518031315583e-08
57115676.43391389,2.078879635592544e-06,4.550309367229228e-06,-3.062725336249255e-08
57158876.43391389,2.0449063294264943e-06,4.565945307923275e-06,-3.051446617398786e-08
57202076.43391389,2.0108154690595684e-06,4.58133432724322e-06,-3.040116176312093e-08
57245276.43391389,1.9766087399724157e-06,4.5964755257104955e-06,-3.0287345455283286e-08
57288476.43391389,1.942287834868483e-06,4.611368013626109e-06,-3.017302260388333e-08
57331676.43391389,1.907854453645313e-06,4.626010911133394e-06,-3.0058198590290095e-08
57374876.43391389,1.8733103033652348e-06,4.6404033482811204e-06,-2.99428788237747e-08
57418076.43391389,1.8386570982254743e-06,4.654544465087095e-06,-2.982706874145046e-08
57461276.43391389,1.8038965595276544e-06,4.668433411602156e-06,-2.971077380821107e-08
57504476.43391389,1.7690304156466783e-06,4.682069347974611e-06,-2.9593999516667132e-08
57547676.43391389,1.7340604019989713e-06,4.695451444515061e-06,-2.947675138708057e-08
57590876.43391389,1.6989882610100948e-06,4.70857888176167e-06,-2.935903496729743e-08
57634076.43391389,1.6638157420816874e-06,4.721450850545789e-06,-2.924085583267845e-08
57677276.43391389,1.628544601557759e-06,4.734066552058039e-06,-2.9122219586027998e-08
57720476.43391389,1.5931766026902803e-06,4.746425197914711e-06,-2.9003131857520536e-08
57763676.43391389,1.5577135156041043e-06,4.758526010224617e-06,-2.888359830462539e-08
57806876.43391389,1.5221571172611718e-06,4.770368221656269e-06,-2.8763624612029203e-08
57850076.43391389,1.4865091914240013e-06,4.781951075505442e-06,-2.864321649155621e-08
57893276.43391389,1.4507715286184607e-06,4.793273825763118e-06,-2.8522379682086434e-08
57936476.43391389,1.414945926095789e-06,4.804335737183743e-06,-2.8401119949471453e-08
57979676.43391389,1.379034187793878e-06,4.815136085353864e-06,-2.8279443086448024e-08
58022876.43391389,1.3430381242977847e-06,4.825674156761093e-06,-2.815735491254923e-08
58066076.43391389,1.3069595527994737e-06,4.8359492488633905e-06,-2.8034861274013353e-08
58109276.43391389,1.2708002970567752e-06,4.84596067015869e-06,-2.7911968043690246e-08
58152476.43391389,1.2345621873515447e-06,4.855707740254817e-06,-2.7788681120945243e-08
58195676.43391389,1.1982470604470153e-06,4.86518978993972e-06,-2.7665006431560522e-08
58238876.43391389,1.1618567595443317e-06,4.874406161251991e-06,-2.7540949927633997e-08
58282076.43391389,1.1253931342382563e-06,4.883356207551683e-06,-2.7416517587475505e-08
58325276.43391389,1.0888580404720287e-06,4.892039293591389e-06,-2.7291715415500378e-08
58368476.43391389,1.0522533404913776e-06,4.900454795587588e-06,-2.7166549442120344e-08
58411676.43391389,1.015580902797669e-06,4.908602101292261e-06,-2.704102572363166e-08
58454876.43391389,9.788426021001784e-07,4.9164806100647405e-06,-2.6915150342100492e-08
58498076.43391389,9.420403192674807e-07,4.924089732943795e-06,-2.678892940524548e-08
58541276.43391389,9.051759412779436e-07,4.931428892719946e-06,-2.6662369046317412e-08
58584476.43391389,8.682513611693154e-07,4.938497524007995e-06,-2.6535475423976037e-08
58627676.43391389,8.312684779873959e-07,4.945295073319754e-06,-2.6408254722163865e-08
58670876.43391389,7.942291967337847e-07,4.951820999136975e-06,-2.628071314997711e-08
58714076.43391389,7.57135428312685e-07,4.958074771984437e-06,-2.6152856941533425e-08
58757276.43391389,7.199890894767697e-07,4.964055874503242e-06,-2.6024692355836755e-08
58800476.43391389,6.82792102772083e-07,4.969763801524223e-06,-2.5896225676638914e-08
58843676.43391389,6.455463964819825e-07,4.975198060141543e-06,-2.57674632122982e-08
58886876.43391389,6.082539045700981e-07,4.980358169786384e-06,-2.5638411295634615e-08
58930076.43391389,5.709165666223108e-07,4.985243662300791e-06,-2.5509076283782062e-08
58973276.43391389,5.335363277877318e-07,4.989854082011603e-06,-2.537946455803707e-08
59016476.43391389,4.961151387186804e-07,4.9941889858044904e-06,-2.5249582523704424e-08
59059676.43391389,4.5865495550964704e-07,4.998247943198074e-06,-2.5119436609939308e-08
59102876.43391389,4.2115773963523193e-07,5.002030536418103e-06,-2.4989033269586096e-08
59146076.43391389,3.836254578870548e-07,5.005536360471704e-06,-2.485837897901378e-08
59189276.43391389,3.460600823096213e-07,5.008765023221657e-06,-2.4727480237947845e-08
59232476.43391389,3.084635901351437e-07,5.011716145460716e-06,-2.4596343569298776e-08
59275676.43391389,2.708379637173017e-07,5.014389360985932e-06,-2.4464975518986943e-08
59318876.43391389,2.3318519046393785e-07,5.016784316672971e-06,-2.4333382655763908e-08
59362076.43391389,1.955072627686815e-07,5.0189006725504395e-06,-2.4201571571030242e-08
59405276.43391389,1.5780617794148854e-07,5.020738101874161e-06,-2.4069548878649618e-08
59448476.43391389,1.2008393813809307e-07,5.022296291201412e-06,-2.3937321214759226e-08
59491676.43391389,8.234255028836233e-08,5.023574940465115e-06,-2.3804895237576582e-08
59534876.43391389,4.458402602354663e-08,5.0245737630479285e-06,-2.3672277627202434e-08
59578076.43391389,6.810381602418611e-09,5.02529248585628e-06,-2.3539475085420115e-08
59621276.43391389,-3.0976362163706476e-08,5.025730849394274e-06,-2.3406494335490934e-08
59664476.43391389,-6.877417998707556e-08,5.0258886078374796e-06,-2.3273342121945734e-08
59707676.43391389,-1.0658104218073437e-07,5.025765529106592e-06,-2.3140025210372688e-08
59750876.43391389,-1.4439491473690262e-07,5.025361394940939e-06,-2.3006550387201135e-08
59794076.43391389,-1.8221375940649343e-07,5.024676000971812e-06,-2.2872924459481524e-08
59837276.43391389,-2.2003553377978327e-07,5.023709156795611e-06,-2.2739154254661285e-08
59880476.43391389,-2.5785819136823885e-07,5.022460686046805e-06,-2.2605246620356953e-08
59923676.43391389,-2.956796816875046e-07,5.020930426470651e-06,-2.2471208424122006e-08
59966876.43391389,-3.3349795034155914e-07,5.019118229995696e-06,-2.233704655321089e-08
60010076.43391389,-3.713109391080429e-07,5.017023962806006e-06,-2.220276791433885e-08
60053276.43391389,-4.0911658602476317e-07,5.014647505413152e-06,-2.206837943343768e-08
60096476.43391389,-4.469128254773819e-07,5.011988752727878e-06,-2.1933888055407403e-08
60139676.43391389,-4.846975882882903e-07,5.0090476141315e-06,-2.1799300743863846e-08
60182876.43391389,-5.224688018066709e-07,5.005824013546933e-06,-2.1664624480881818e-08
60226076.43391389,-5.602243899997607e-07,5.002317889509434e-06,-2.1529866266734475e-08
60269276.43391389,-5.979622735453052e-07,4.998529195236935e-06,-2.1395033119628092e-08
60312476.43391389,-6.356803699252202e-07,4.9944578987000394e-06,-2.126013207543287e-08
60355676.43391389,-6.73376593520456e-07,4.990103982691586e-06,-2.112517018740934e-08
60398876.43391389,-7.110488557070705e-07,4.985467444895834e-06,-2.099015452593056e-08
60442076.43391389,-7.486950649535129e-07,4.980548297957186e-06,-2.0855092178200016e-08
60485276.43391389,-7.863131269191211e-07,4.975346569548482e-06,-2.0719990247965123e-08
60528476.43391389,-8.239009445538342e-07,4.9698623024388e-06,-2.058485585522651e-08
60571676.43391389,-8.61456418199122e-07,4.964095554560786e-06,-2.044969613594288e-08
60614876.43391389,-8.989774456901361e-07,4.958046399077471e-06,-2.0314518241731535e-08
60658076.43391389,-9.364619224590781e-07,4.9517149244485496e-06,-2.0179329339564498e-08
60701276.43391389,-9.739077416397916e-07,4.9451012344961185e-06,-2.004413661146025e-08
60744476.43391389,-1.0113127941735763e-06,4.93820544846985e-06,-1.9908947254171092e-08
60787676.43391389,-1.0486749689162254e-06,4.931027701111575e-06,-1.9773768478865995e-08
60830876.43391389,-1.085992152746284e-06,4.923568142719252e-06,-1.9638607510809104e-08
60874076.43391389,-1.123262230674535e-06,4.9158269392103225e-06,-1.9503471589033766e-08
60917276.43391389,-1.1604830859547028e-06,4.90780427218441e-06,-1.936836796601207e-08
60960476.43391389,-1.1976526001953808e-06,4.899500338985347e-06,-1.9233303907319953e-08
61003676.43391389,-1.2347686534731883e-06,4.890915352762545e-06,-1.909828669129791e-08
61046876.43391389,-1.2718291244471288e-06,4.8820495425316e-06,-1.8963323608706995e-08
61090076.43391389,-1.3088318904741893e-06,4.872903153234237e-06,-1.8828421962380663e-08
61133276.43391389,-1.3457748277261367e-06,4.8634764457974435e-06,-1.8693589066871785e-08
61176476.43391389,-1.382655811307542e-06,4.8537696971918865e-06,-1.8558832248095438e-08
61219676.43391389,-1.4194727153750087e-06,4.843783200489494e-06,-1.8424158842967024e-08
61262876.43391389,-1.4562234132576154e-06,4.833517264920264e-06,-1.8289576199035988e-08
61306076.43391389,-1.492905777578561e-06,4.8229722159282235e-06,-1.8155091674114988e-08
61349276.43391389,-1.5295176803780123e-06,4.812148395226525e-06,-1.8020712635904546e-08
61392476.43391389,-1.5660569932371543e-06,4.801046160851691e-06,-1.7886446461613268e-08
61435676.43391389,-1.6025215874034312e-06,4.789665887216962e-06,-1.775230053757352e-08
61478876.43391389,-1.6389093339169743e-06,4.778007965164698e-06,-1.7618282258852534e-08
61522076.43391389,-1.6752181037382294e-06,4.7660728020179006e-06,-1.7484399028859257e-08
61565276.43391389,-1.7114457678767462e-06,4.75386082163072e-06,-1.7350658258946414e-08
61608476.43391389,-1.7475901975211545e-06,4.741372464438018e-06,-1.7217067368008326e-08
61651676.43391389,-1.7836492641703067e-06,4.7286081875039245e-06,-1.708363378207415e-08
61694876.43391389,-1.8196208397655778e-06,4.715568464569361e-06,-1.695036493389666e-08
61738076.43391389,-1.8555027968243338e-06,4.702253786098547e-06,-1.6817268262536648e-08
61781276.43391389,-1.8912930085745349e-06,4.68866465932441e-06,-1.668435121294279e-08
61824476.43391389,-1.9269893490904904e-06,4.67480160829294e-06,-1.6551621235527143e-08
61867676.43391389,-1.962589693429748e-06,4.660665173906427e-06,-1.6419085785736227e-08
61910876.43391389,-1.9980919177711043e-06,4.646255913965567e-06,-1.6286752323617685e-08
61954076.43391389,-2.033493899553738e-06,4.631574403210421e-06,-1.615462831338257e-08
61997276.43391389,-2.0687935176174545e-06,4.6166212333602205e-06,-1.6022721222963266e-08
62040476.43391389,-2.1039886523440267e-06,4.601397013151962e-06,-1.5891038523567107e-08
62083676.43391389,-2.1390771857996285e-06,4.585902368377795e-06,-1.5759587689225552e-08
62126876.43391389,-2.1740570018783544e-06,4.570137941921187e-06,-1.562837619633918e-08
62170076.43391389,-2.2089259864468054e-06,4.554104393791828e-06,-1.5497411523218345e-08
62213276.43391389,-2.2436820274897366e-06,4.537802401159253e-06,-1.5366701149619548e-08
62256476.43391389,-2.2783230152567615e-06,4.521232658385185e-06,-1.523625255627763e-08
62299676.43391389,-2.3128468424100868e-06,4.504395877054548e-06,-1.510607322443371e-08
62342876.43391389,-2.347251404173279e-06,4.4872927860051424e-06,-1.497617063535894e-08
62386076.43391389,-2.3815345984810536e-06,4.469924131355986e-06,-1.4846552269874175e-08
62429276.43391389,-2.415694326130042e-06,4.452290676534215e-06,-1.4717225607865349e-08
62472476.43391389,-2.4497284909305993e-06,4.434393202300689e-06,-1.4588198127795054e-08
62515676.43391389,-2.4836349998595244e-06,4.4162325067740536e-06,-1.4459477306209685e-08
62558876.43391389,-2.517411763213801e-06,4.397809405453459e-06,-1.433107061724288e-08
62602076.43391389,-2.55105669476526e-06,4.37912473123977e-06,-1.42029855321148e-08
62645276.43391389,-2.5845677119161865e-06,4.360179334455314e-06,-1.4075229518627493e-08
62688476.43391389,-2.61794273585584e-06,4.340974082862109e-06,-1.3947810040656323e-08
62731676.43391389,-2.651179691717896e-06,4.321509861678584e-06,-1.3820734557637556e-08
62774876.43391389,-2.684276508738771e-06,4.30178757359477e-06,-1.3694010524052108e-08
62818076.43391389,-2.7172311204168235e-06,4.2818081387859076e-06,-1.3567645388905442e-08
62861276.43391389,-2.7500414646724078e-06,4.26157249492447e-06,-1.3441646595203736e-08
62904476.43391389,-2.7827054840087927e-06,4.241081597190624e-06,-1.3316021579426402e-08
62947676.43391389,-2.815221125673887e-06,4.2203364182810394e-06,-1.319077777099487e-08
62990876.43391389,-2.847586341822773e-06,4.199337948416053e-06,-1.3065922591737726e-08
63034076.43391389,-2.8797990896810563e-06,4.178087195345217e-06,-1.2941463455352419e-08
63077276.43391389,-2.911857331708957e-06,4.1565851843511246e-06,-1.281740776686328e-08
63120476.43391389,-2.943759035766186e-06,4.1348329582515765e-06,-1.2693762922076208e-08
63163676.43391389,-2.975502175277542e-06,4.112831577400017e-06,-1.2570536307029877e-08
63206876.43391389,-3.0070847293992273e-06,4.09058211968424e-06,-1.244773529744356e-08
63250076.43391389,-3.038504683185865e-06,4.068085680523345e-06,-1.2325367258161692e-08
63293276.43391389,-3.069760027758206e-06,4.045343372862947e-06,-1.2203439542595195e-08
63336476.43391389,-3.10084876047148e-06,4.0223563271685726e-06,-1.2081959492159546e-08
63379676.43391389,-3.1317688850843864e-06,3.999125691417267e-06,-1.1960934435709757e-08
63422876.43391389,-3.1625184119287163e-06,3.9756526310873915e-06,-1.1840371688972278e-08
63466076.43391389,-3.193095358079557e-06,3.951938329146574e-06,-1.1720278553973875e-08
63509276.43391389,-3.2234977475260787e-06,3.927983986037802e-06,-1.160066231846755e-08
63552476.43391389,-3.253723611342877e-06,3.903790819663672e-06,-1.1481530255355627e-08
63595676.43391389,-3.283770987861835e-06,3.8793600653687236e-06,-1.1362889622109936e-08
63638876.43391389,-3.3136379228445097e-06,3.854692975919893e-06,-1.1244747660189317e-08
63682076.43391389,-3.3433224696549978e-06,3.829790821485051e-06,-1.1127111594454426e-08
63725276.43391389,-3.3728226894332575e-06,3.804654889609593e-06,-1.1009988632579882e-08
63768476.43391389,-3.4021366512688725e-06,3.7792864851910982e-06,-1.0893385964463898e-08
63811676.43391389,-3.4312624323752485e-06,3.753686930452032e-06,-1.0777310761635492e-08
63854876.43391389,-3.460198118264167e-06,3.727857564910447e-06,-1.0661770176659181e-08
63898076.43391389,-3.4889418029207345e-06,3.701799745348728e-06,-1.054677134253747e-08
63941276.43391389,-3.5174915889786637e-06,3.6755148457803102e-06,-1.0432321372111025e-08
63984476.43391389,-3.5458455878958655e-06,3.6490042574143916e-06,-1.0318427357456679e-08
64027676.43391389,-3.574001920130338e-06,3.6222693886186046e-06,-1.0205096369283363e-08
64070876.43391389,-3.6019587153163184e-06,3.5953116648796654e-06,-1.0092335456326018e-08
64114076.43391389,-3.629714112440676e-06,3.5681325287619472e-06,-9.98015164473758e-09
64157276.43391389,-3.6572662600195196e-06,3.540733439864002e-06,-9.8685519374791e-09
64200476.43391389,-3.6846133162749713e-06,3.5131158747729837e-06,-9.757543313708074e-09
64243676.43391389,-3.7117534493121365e-06,3.485281327017012e-06,-9.647132728165164e-09
64286876.43391389,-3.738684837296168e-06,3.4572313070154027e-06,-9.53732711055924e-09
64330076.43391389,-3.7654056686294503e-06,3.4289673420268065e-06,-9.428133364950944e-09
64373276.43391389,-3.7919141421288637e-06,3.4004909760952177e-06,-9.319558369134834e-09
64416476.43391389,-3.818208467203095e-06,3.371803769993862e-06,-9.211608974020209e-09
64459676.43391389,-3.8442868640299515e-06,3.3429073011669166e-06,-9.104292003010617e-09
64502876.43391389,-3.870147563733687e-06,3.3138031636691146e-06,-8.9976142513823e-09
64546076.43391389,-3.89578880856228e-06,3.284492968103164e-06,-8.89158248566153e-09
64589276.43391389,-3.921208852064644e-06,3.254978341555009e-06,-8.786203443000946e-09
64632476.43391389,-3.946405959267741e-06,3.2252609275269164e-06,-8.681483830555103e-09
64675676.43391389,-3.971378406853571e-06,3.195342385868379e-06,-8.577430324855137e-09
64718876.43391389,-3.996124483336004e-06,3.165224392704828e-06,-8.474049571182845e-09
64762076.43391389,-4.020642489237428e-06,3.1349086403641495e-06,-8.371348182944096e-09
64805276.43391389,-4.044930737265175e-06,3.1043968373010018e-06,-8.269332741041816e-09
64848476.43391389,-4.068987552487697e-06,3.0736907080189143e-06,-8.168009793248531e-09
64891676.43391389,-4.092811272510485e-06,3.0427919929901964e-06,-8.06738585357869e-09
64934876.43391389,-4.1164002476516485e-06,3.011702448573597e-06,-7.96746740166072e-09
64978076.43391389,-4.139752841117182e-06,2.980423846929771e-06,-7.868260882109063e-09
65021276.43391389,-4.16286742917583e-06,2.948957975934496e-06,-7.769772703896176e-09
65064476.43391389,-4.185742401333591e-06,2.9173066390896826e-06,-7.672009239724706e-09
65107676.43391389,-4.208376160507745e-06,2.8854716554321333e-06,-7.574976825399849e-09
65150876.43391389,-4.230767123200434e-06,2.8534548594400714e-06,-7.478681759202036e-09
65194076.43391389,-4.2529137196717605e-06,2.821258100937454e-06,-7.383130301260117e-09
65237276.43391389,-4.274814394112306e-06,2.788883244996002e-06,-7.288328672924987e-09
65280476.43391389,-4.296467604815156e-06,2.75633217183505e-06,-7.194283056143979e-09
65323676.43391389,-4.317871824347252e-06,2.723606776719098e-06,-7.100999592835901e-09
65366876.43391389,-4.339025539720195e-06,2.6907089698531762e-06,-7.008484384267045e-09
65410076.43391389,-4.359927252560315e-06,2.6576406762759285e-06,-6.916743490428084e-09
65453276.43391389,-4.380575479278112e-06,2.624403835750495e-06,-6.8257829294121434e-09
65496476.43391389,-4.400968751236916e-06,2.591000402653127e-06,-6.735608676793987e-09
65539676.43391389,-4.421105614920826e-06,2.557432345859591e-06,-6.646226665010572e-09
65582876.43391389,-4.440984632101841e-06,2.5237016486293325e-06,-6.557642782743005e-09
65626076.43391389,-4.460604380006176e-06,2.489810308487418e-06,-6.469862874300042e-09
65669276.43391389,-4.479963451479698e-06,2.455760337104239e-06,-6.382892739003213e-09
65712476.43391389,-4.4990604551525016e-06,2.42155376017302e-06,-6.296738130573743e-09
65755676.43391389,-4.51789401560253e-06,2.3871926172850825e-06,-6.211404756521303e-09
65798876.43391389,-4.536462773518264e-06,2.352678961802931e-06,-6.126898277534807e-09
65842076.43391389,-4.554765385860404e-06,2.3180148607311095e-06,-6.0432243068752625e-09
65885276.43391389,-4.572800526022535e-06,2.283202394584877e-06,-5.9603884097708715e-09
65928476.43391389,-4.590566883990715e-06,2.2482436572566787e-06,-5.878396102814437e-09
65971676.43391389,-4.6080631665020106e-06,2.2131407558804532e-06,-5.797252853363259e-09
66014876.43391389,-4.625288097201874e-06,2.17789581069375e-06,-5.716964078941566e-09
66058076.43391389,-4.6422404168003685e-06,2.1425109548976825e-06,-5.637535146645626e-09
66101276.43391389,-4.658918883227218e-06,2.106988334514732e-06,-5.558971372551683e-09
66144476.43391389,-4.675322271785619e-06,2.0713301082444015e-06,-5.481278021126791e-09
66187676.43391389,-4.691449375304798e-06,2.035538447316727e-06,-5.4044603046426755e-09
66230876.43391389,-4.70729900429128e-06,1.999615535343669e-06,-5.32852338259275e-09
66274076.43391389,-4.722869987078831e-06,1.963563568168388e-06,-5.253472361112401e-09
66317276.43391389,-4.738161169977049e-06,1.9273847537124195e-06,-5.179312292402654e-09
66360476.43391389,-4.753171417418556e-06,1.8910813118207487e-06,-5.106048174157316e-09
66403676.43391389,-4.767899612104784e-06,1.8546554741048278e-06,-5.0336849489937855e-09
66446876.43391389,-4.7823446551502906e-06,1.8181094837835061e-06,-4.962227503887535e-09
66490076.43391389,-4.796505466225586e-06,1.781445595521928e-06,-4.891680669610473e-09
66533276.43391389,-4.810380983698461e-06,1.7446660752683943e-06,-4.822049220173289e-09
66576476.43391389,-4.823970164773743e-06,1.7077732000891938e-06,-4.753337872271832e-09
66619676.43391389,-4.837271985631473e-06,1.6707692580014453e-06,-4.685551284737736e-09
66662876.43391389,-4.8502854415634615e-06,1.6336565478039384e-06,-4.618694057993317e-09
66706076.43391389,-4.863009547108223e-06,1.5964373789060209e-06,-4.552770733510942e-09
66749276.43391389,-4.875443336184181e-06,1.559114071154515e-06,-4.487785793276899e-09
66792476.43391389,-4.8875858622212266e-06,1.5216889546587167e-06,-4.423743659259973e-09
66835676.43391389,-4.8994361982904665e-06,1.484164369613463e-06,-4.360648692884739e-09
66878876.43391389,-4.910993437232251e-06,1.446542666120315e-06,-4.298505194509803e-09
66922076.43391389,-4.922256691782373e-06,1.408826204006856e-06,-4.237317402911003e-09
66965276.43391389,-4.933225094696443e-06,1.3710173526441384e-06,-4.1770894947697464e-09
67008476.43391389,-4.943897798872388e-06,1.333118490762288e-06,-4.117825584166561e-09
67051676.43391389,-4.95427397747106e-06,1.2951320062642975e-06,-4.0595297220799985e-09
67094876.43391389,-4.964352824034929e-06,1.2570602960380269e-06,-4.002205895890979e-09
67138076.43391389,-4.9741335526048214e-06,1.2189057657664339e-06,-3.945858028892718e-09
67181276.43391389,-4.9836153978346416e-06,1.1806708297360498e-06,-3.890489979806284e-09
67224476.43391389,-4.99279761510414e-06,1.1423579106437421e-06,-3.836105542301996e-09
67267676.43391389,-5.00167948062959e-06,1.1039694394017654e-06,-3.782708444526659e-09
67310876.43391389,-5.010260291572412e-06,1.0655078549411433e-06,-3.730302348636826e-09
67354076.43391389,-5.018539366145717e-06,1.0269756040133983e-06,-3.6788908503381715e-09
67397276.43391389,-5.026516043718699e-06,9.883751409906518e-07,-3.6284774784310557e-09
67440476.43391389,-5.034189684918883e-06,9.497089276641289e-07,-3.5790656943624213e-09
67483676.43391389,-5.041559671732216e-06,9.109794330410883e-07,-3.530658891784115e-09
67526876.43391389,-5.04862540760091e-06,8.721891331402042e-07,-3.4832603961177237e-09
67570076.43391389,-5.055386317519091e-06,8.333405107854306e-07,-3.4368734641260477e-09
67613276.43391389,-5.061841848126176e-06,7.944360553983764e-07,-3.391501283491312e-09
67656476.43391389,-5.06799146779796e-06,7.554782627892138e-07,-3.347146972400189e-09
67699676.43391389,-5.0738346667354065e-06,7.164696349461555e-07,-3.3038135791357694e-09
67742876.43391389,-5.0793709570510935e-06,6.77412679823526e-07,-3.2615040816765536e-09
67786076.43391389,-5.0845998728533086e-06,6.383099111284585e-07,-3.220221387302571e-09
67829276.43391389,-5.0895209703277736e-06,5.991638481062493e-07,-3.179968332208731e-09
67872476.43391389,-5.094133827816933e-06,5.599770153243926e-07,-3.1407476811254685e-09
67915676.43391389,-5.098438045896858e-06,5.207519424553392e-07,-3.1025621269468303e-09
67958876.43391389,-5.102433247451661e-06,4.814911640579982e-07,-3.0654142903660373e-09
