time,a_x,a_y,a_z
195355676.4339139,-1.2739418798162458e-06,-3.7660394832011616e-06,-8.292994449223194e-09
195398876.4339139,-1.2497422624145806e-06,-3.773347051037866e-06,-8.350690316455472e-09
195442076.4339139,-1.2255042788289918e-06,-3.7804947167603742e-06,-8.408733739680367e-09
195485276.4339139,-1.201229035957947e-06,-3.787482321638479e-06,-8.467121842755857e-09
195528476.4339139,-1.176917640732616e-06,-3.794309715186357e-06,-8.52585173765375e-09
195571676.4339139,-1.1525712000488417e-06,-3.8009767551502642e-06,-8.584920524666749e-09
195614876.4339139,-1.1281908206993642e-06,-3.8074833074955885e-06,-8.644325292615706e-09
195658076.4339139,-1.103777609306312e-06,-3.8138292463932836e-06,-8.704063119057025e-09
195701276.4339139,-1.0793326722539607e-06,-3.820014454205686e-06,-8.764131070490218e-09
195744476.4339139,-1.0548571156217675e-06,-3.826038821471694e-06,-8.824526202565525e-09
195787676.4339139,-1.030352045117686e-06,-3.831902246891344e-06,-8.885245560291643e-09
195830876.4339139,-1.0058185660117729e-06,-3.837604637309774e-06,-8.946286178243507e-09
195874076.4339139,-9.81257783070088e-07,-3.843145907700584e-06,-9.007645080770099e-09
195917276.4339139,-9.566708004888922e-07,-3.84852598114859e-06,-9.069319282202249e-09
195960476.4339139,-9.320587218291573e-07,-3.853744788831991e-06,-9.131305787060459e-09
196003676.4339139,-9.074226499513843e-07,-3.858802270003934e-06,-9.193601590262653e-09
196046876.4339139,-8.827636869507433e-07,-3.863698371973502e-06,-9.256203677331865e-09
196090076.4339139,-8.580829340925349e-07,-3.868433050086118e-06,-9.319109024603858e-09
196133276.4339139,-8.333814917479867e-07,-3.873006267703383e-06,-9.382314599434636e-09
196176476.4339139,-8.086604593303801e-07,-3.877417996182316e-06,-9.445817360407785e-09
196219676.4339139,-7.839209352315205e-07,-3.8816682148540605e-06,-9.509614257541684e-09
196262876.4339139,-7.591640167585595e-07,-3.885756911002025e-06,-9.57370223249658e-09
196306076.4339139,-7.343908000711603e-07,-3.8896840798394424e-06,-9.638078218781351e-09
196349276.4339139,-7.096023801190271e-07,-3.893449724486418e-06,-9.702739141960145e-09
196392476.4339139,-6.847998505797983e-07,-3.897053855946414e-06,-9.767681919858747e-09
196435676.4339139,-6.599843037973007e-07,-3.9004964930821834e-06,-9.832903462770616e-09
196478876.4339139,-6.351568307201861e-07,-3.903777662591211e-06,-9.89840067366274e-09
196522076.4339139,-6.103185208409389e-07,-3.906897398980584e-06,-9.964170448381085e-09
196565276.4339139,-5.85470462135269e-07,-3.909855744541365e-06,-1.0030209675855723e-08
196608476.4339139,-5.606137410018941e-07,-3.912652749322456e-06,-1.0096515238305667e-08
196651676.4339139,-5.357494422027122e-07,-3.915288471103932e-06,-1.016308401144325e-08
196694876.4339139,-5.108786488033717e-07,-3.917762975369875e-06,-1.022991286467813e-08
196738076.4339139,-4.860024421142445e-07,-3.920076335280735e-06,-1.0296998661320911e-08
196781276.4339139,-4.6112190163180373e-07,-3.922228631645165e-06,-1.0364338258786272e-08
196824476.4339139,-4.3623810498041274e-07,-3.924219952891391e-06,-1.0431928508795652e-08
196867676.4339139,-4.1135212785452837e-07,-3.9260503950380954e-06,-1.0499766257579475e-08
196910876.4339139,-3.8646504396132317e-07,-3.927720061664821e-06,-1.0567848346078823e-08
196954076.4339139,-3.615779249637311e-07,-3.929229063881922e-06,-1.0636171610146641e-08
196997276.4339139,-3.3669184042392097e-07,-3.9305775203000435e-06,-1.0704732880748393e-08
197040476.4339139,-3.1180785774719735e-07,-3.93176555699913e-06,-1.0773528984162069e-08
197083676.4339139,-2.869270421263414e-07,-3.93279330749702e-06,-1.084255674217776e-08
197126876.4339139,-2.620504564863856e-07,-3.933660912717565e-06,-1.0911812972296509e-08
197170076.4339139,-2.3717916142983307e-07,-3.934368520958321e-06,-1.098129448792858e-08
197213276.4339139,-2.1231421518232246e-07,-3.934916287857821e-06,-1.1050998098591133e-08
197256476.4339139,-1.8745667353874029e-07,-3.935304376362394e-06,-1.1120920610105148e-08
197299676.4339139,-1.626075898097882e-07,-3.935532956692606e-06,-1.1191058824791795e-08
197342876.4339139,-1.3776801476900392e-07,-3.9356022063092465e-06,-1.1261409541667986e-08
197386076.4339139,-1.1293899660024214e-07,-3.935512309878937e-06,-1.1331969556641302e-08
197429276.4339139,-8.812158084561751e-08,-3.9352634592393325e-06,-1.1402735662704178e-08
197472476.4339139,-6.331681035391224e-08,-3.934855853363925e-06,-1.1473704650127293e-08
197515676.4339139,-3.852572522945196e-08,-3.934289698326463e-06,-1.1544873306652255e-08
197558876.4339139,-1.374936278145246e-08,-3.933565207264995e-06,-1.1616238417683493e-08
197602076.4339139,1.1011242526160384e-08,-3.932682600345525e-06,-1.1687796766479286e-08
197645276.4339139,3.575505912445412e-08,-3.931642104725327e-06,-1.1759545134342117e-08
197688476.4339139,6.04810583887148e-08,-3.93044395451586e-06,-1.1831480300808034e-08
197731676.4339139,8.518821468719066e-08,-3.929088390745365e-06,-1.190359904383528e-08
197774876.4339139,1.0987550542935241e-07,-3.927575661321091e-06,-1.1975898139992043e-08
197818076.4339139,1.345419111136677e-07,-3.92590602099119e-06,-1.2048374364643278e-08
197861276.4339139,1.5918641537488697e-07,-3.924079731306259e-06,-1.2121024492136668e-08
197904476.4339139,1.8380800503084014e-07,-3.922097060580585e-06,-1.219384529598771e-08
197947676.4339139,2.0840567012874031e-07,-3.9199582838530335e-06,-1.2266833549063808e-08
197990876.4339139,2.3297840399099397e-07,-3.917663682847646e-06,-1.2339986023767518e-08
198034076.4339139,2.5752520326051427e-07,-3.915213545933906e-06,-1.2413299492218726e-08
198077276.4339139,2.820450679455384e-07,-3.912608168086727e-06,-1.2486770726435989e-08
198120476.4339139,3.065370014639431e-07,-3.909847850846116e-06,-1.2560396498516776e-08
198163676.4339139,3.3100001068706206e-07,-3.906932902276574e-06,-1.263417358081683e-08
198206876.4339139,3.554331059829989e-07,-3.903863636926194e-06,-1.2708098746128425e-08
198250076.4339139,3.7983530125943623e-07,-3.900640375785479e-06,-1.2782168767857651e-08
198293276.4339139,4.0420561400594153e-07,-3.8972634462459145e-06,-1.285638042020067e-08
198336476.4339139,4.2854306533576476e-07,-3.893733182058247e-06,-1.2930730478318931e-08
198379676.4339139,4.5284668002712836e-07,-3.890049923290519e-06,-1.300521571851327e-08
198422876.4339139,4.771154865640109e-07,-3.886214016285854e-06,-1.3079832918397034e-08
198466076.4339139,5.013485171764186e-07,-3.8822258136199945e-06,-1.3154578857068056e-08
198509276.4339139,5.25544807880148e-07,-3.878085674058594e-06,-1.3229450315279545e-08
198552476.4339139,5.497033985160362e-07,-3.873793962514287e-06,-1.3304444075609899e-08
198595676.4339139,5.738233327887002e-07,-3.869351050003525e-06,-1.3379556922631368e-08
198638876.4339139,5.979036583047626e-07,-3.8647573136032e-06,-1.3454785643077626e-08
198682076.4339139,6.219434266105665e-07,-3.860013136407056e-06,-1.3530127026010198e-08
198725276.4339139,6.459416932293711e-07,-3.8551189074818735e-06,-1.3605577862983686e-08
